@RELATION kr-vs-kp

@ATTRIBUTE feature_01 {A, B}
@ATTRIBUTE feature_02 {A, B}
@ATTRIBUTE feature_03 {A, B}
@ATTRIBUTE feature_04 {A, B}
@ATTRIBUTE feature_05 {A, B}
@ATTRIBUTE feature_06 {A, B}
@ATTRIBUTE feature_07 {A, B}
@ATTRIBUTE feature_08 {A, B}
@ATTRIBUTE feature_09 {A, B}
@ATTRIBUTE feature_10 {A, B}
@ATTRIBUTE feature_11 {A, B}
@ATTRIBUTE feature_12 {A, B}
@ATTRIBUTE feature_13 {A, B}
@ATTRIBUTE feature_14 {A, B}
@ATTRIBUTE feature_15 {A, B, C}
@ATTRIBUTE feature_16 {A, B}
@ATTRIBUTE feature_17 {A, B}
@ATTRIBUTE feature_18 {A, B}
@ATTRIBUTE feature_19 {A, B}
@ATTRIBUTE feature_20 {A, B}
@ATTRIBUTE feature_21 {A, B}
@ATTRIBUTE feature_22 {A, B}
@ATTRIBUTE feature_23 {A, B}
@ATTRIBUTE feature_24 {A, B}
@ATTRIBUTE feature_25 {A, B}
@ATTRIBUTE feature_26 {A, B}
@ATTRIBUTE feature_27 {A, B}
@ATTRIBUTE feature_28 {A, B}
@ATTRIBUTE feature_29 {A, B}
@ATTRIBUTE feature_30 {A, B}
@ATTRIBUTE feature_31 {A, B}
@ATTRIBUTE feature_32 {A, B}
@ATTRIBUTE feature_33 {A, B}
@ATTRIBUTE feature_34 {A, B}
@ATTRIBUTE feature_35 {A, B}
@ATTRIBUTE feature_36 {A, B}
@ATTRIBUTE class {A, B}

@DATA
A,A,A,B,B,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,B,A,A,B,A,A,A,A,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,B,A,A,B,A,A,A,A,A,B,A,A,B,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,B,B
A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,B,B,B
A,A,A,A,A,B,A,A,A,A,A,B,B,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,B,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,B,B
A,A,A,A,A,B,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,B,B,B
A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,A,A,A,B,A,A,B,B,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B
A,A,A,A,A,B,A,A,A,A,A,B,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,B,A,A,A,A,A,B,B,A,B,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,B,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,B,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,B,A,A,A,B,A,B,A,A,B,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,B,A,A,A,B,A,B,A,A,B,A,A,B,B,A,B,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,B,A,B,A,A,A,B,A,A,A,A,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,B,A,B,A,A,A,A,A,A,B,A,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,B,A,A,B,A,A,A,B,A,B,A,A,B,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,B,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B
A,A,A,B,B,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,B,A,A,A,B,A,B,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,B,A,A,A,B,A,B,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,B,A,A,A,B,A,B,A,A,B,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,B,A,A,A,B,A,B,A,A,B,A,A,B,B,A,B,A,A,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B
A,A,A,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B
A,A,A,A,A,A,A,A,B,A,A,A,B,A,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,B,A,B,A,B
A,A,A,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,B,A,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,B,A,A,B,A,A,A,B,A,B,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,A,A,B,A,A,A,B,A,B,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,B,B,B,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,B,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,B,B,B,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B
A,A,A,A,B,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B
A,A,A,A,A,B,B,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B
A,A,A,A,A,B,A,A,B,A,A,A,B,A,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,B,A,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,B,A,A,A,B,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,B,A,A,A,B,A,A,B,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,B,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,B,A,A,B,B,A,B,A,A,B,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,A,B,A,A,A,A,A,B,B,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,B,A,A,B,A,A,B,B,A,B,A,A,B,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,B,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,A,B,A,A,A,A,A,B,B,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,B,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B
A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,A,A,A,B,A,A,A,B,A,B,A,A,B,A,A,B,B,A,A,A,B,A,A,A,A,A,A,B,B,B,B,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,A,A,A,B,A,A,A,B,A,B,A,A,B,A,A,B,B,A,B,A,B,A,A,A,A,A,A,B,B,B,B,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,B,B,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,A,B,B,B
A,A,A,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,A,B,B,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,A,B,B,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,B,A,B,A,A,A,A,A,A,B,A,B,B,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,B,A,A,B,A,A,A,B,A,B,A,A,B,A,A,B,B,A,A,A,B,A,A,A,A,A,A,B,B,B,B,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,B,A,A,B,A,A,A,B,A,B,A,A,B,A,A,B,B,A,B,A,B,A,A,A,A,A,A,B,B,B,B,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,A,B,B,B
A,A,A,A,B,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,A,B,B,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,B,A,B,A,A,A,A,A,A,B,A,B,B,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,B,B,B,B,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B
A,A,A,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B
A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,B,B,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,B,B,B,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,B,B,B,B,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B
A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B
A,A,A,A,A,A,A,A,A,B,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,B,A,A,A,A,B,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,B,A,A,A,A,B,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,B,B,A,B,A,C,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,A,B,B,A,B,A,C,A,A,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,A,B,B,A,B,A,C,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,B,A,A,B
A,A,A,A,A,A,A,A,A,B,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,B,A,A,A,A,B,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,B,B,A,B,A,B,A,A,A,A,B,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,B,A,A,A,A,B,B,A,B,A,B,A,A,A,A,B,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,A,A,A,B,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,B,B,B,A,A,A,B,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,A,A,A,B,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,B,A,A,B,B,A,B,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,B,A,A,A,B,B,A,B,A,B,A,A,A,A,B,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,A,A,A,B,B,A,B,A,B,A,A,A,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,B,B,B,B,B,B,A,A,B,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,B,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,A,A,A,B,A,A,B,A,B,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,B,A,A,A,A,B,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,B,A,A,A,A,B,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,B,A,A,A,A,B,B,A,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,B,A,A,A,A,B,B,A,A,A,B,A,A,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,A,A,B,A,A,B,A,A,B,A,B,A,A,A,A,A,A,B,B,B,A,B
A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,B,A,A,B,A,B,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,A,B,A,A,A,B,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
A,A,A,A,B,B,A,A,A,B,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,B
